,paragraph_idx,text,subject,x,y
222,48,"2.1.6. Learning Outcomes and Learning Content in the 2nd stage of study 
Singing 
Learning Outcomes 
The students: 
1) sing, taking into account individual voice peculiarities, with natural bearing and breathing, clear 
diction, clean intonation and expressively and are aware of the need for voice maintenance; 
2) make the connection between relative pitch (scale degrees) and absolute pitch, g–G2; 
3) apply musical knowledge and take into account various means of musical expression when singing 
alone and in groups; 
4) sing one- and two-voice songs, canons and songs of Estonians and other peoples that suit the age 
of the students; 
5) sing by heart these joint songs learned at this stage of study: „Eesti hümn“ /Estonian anthem/ (F. 
Pacius), „Eesti lipp“ /Estonian Flag/ (E. Võrk), „Kas tunned maad“ /Do You Know the Land/ (J. 
Berad), „Kui Kungla rahvas“ /When the Kungla People.../ (K. A. Hermann), „Mu isamaa armas“ /My 
Dear Fatherland/ (based on a German folk song), „Meil aiaäärne tänavas“ /Our Village Lane/ 
(Estonian folk song) and „Püha öö“ /Holy Night/ (F. Gruber).",art,-0.98025525,-2.351202
223,109,"Morphology and orthography. Parts of speech: verbs, declinable words and uninflected words. Verb. 
Verb tenses: present and past simple, present and past perfect. Using affirmation and negation. Singular 
and plural verb conjugation. Using the present and past forms of a verb in text.  
Declinable words. Types of declinable words: noun, adjective, numeral and pronoun. Declination. Cases, 
their questions and meaning. Choosing the correct case depending on the context of a sentence. Singular 
and plural. Compound and separate writing of nouns. Declination of adjectives with nouns. Declination and 
orthography of adjectives with the -lik and -ne suffixes. Degrees of adjectives comparison. Using degrees of 
comparison. Derivational suffixes of adjectives. Compound and separate writing of adjectives (adjectives 
with the -lik and -ne suffixes). 
Orthography of numerals. Orthography of Roman numerals. Compound and separate writing of cardinal 
and ordinal numerals. Options for writing dates. Declination of numerals. Reading and writing cardinal and 
ordinal numerals in words and with numbers. Using numerals in text. Using dictionaries to check the basic 
forms of declinable words.",language_and_literature,14.927685,-1.410678
224,17,"The subject of informatics at the 2nd stage of study is predominantly delivered in the form of exploratory and 
active learning. The students are allowed to learn new work methods through self-activity. Lectures should 
be avoided, but a systematic approach to the skills studied must be ensured, primarily via well-planned 
study tasks with feedback. 
To ensure understanding of the course content, self-reflection on the acquired knowledge must be 
supported along with oral reports. The students must be able to explain their work methods and decisions 
using proper terminology in their native language. 
In addition to predominantly individual tasks, student group work must be facilitated (including an online 
environment). It is important to adhere to the principle of methodological diversity, switching between 
individual and group work and between exploratory and presentational learning strategies in lessons. 
The topics for abstracts and presentations are usually taken from other subjects, thus improving subject 
integration.",informatics,5.6090016,3.0437465
225,127,"2.2.4.14. Breathing 
Learning Outcomes 
The students: 
1) analyse the accordance between the structure and function of the respiratory system; 
2) compile and analyse drawings and schemes of the structure of the respiratory system and the 
composition of the air inhaled and exhaled and explain the nature of breathing on the basis of 
these; 
3) analyse the effect of exercise on the respiratory system; 
4) explain the main causes of the most common illnesses of the respiratory organs and ways of 
preventing these illnesses; and 
5) have a responsible attitude towards the health of their respiratory system. 
Learning Content 
The connection between the structure and function of the respiratory system. Comparison of the 
composition of air inhaled and exhaled. The task of oxygen in cells. The factors that determine the oxygen 
need of the body and the regulation of breathing. The effect of exercise on the respiratory system. The 
most common illnesses of the respiratory system and prevention of them. 
Concepts: trachea, bronchi, alveoli, respiratory centre, cell breathing 
Practical work and use of ICT 
Practical work or studying on a computer model the connections between lung volume, depth and 
frequency of breathing and the amount of oxygen acquired.",natural_science,4.4130564,8.775532
226,84,2.2.4.4. Assessment,foreign_languages,5.331284,0.20651564
227,217,"Syntax and text. Phrases as syntactic units. 
Determinative parts and modifiers in phrases.  
Sentences as the main syntactic units and the smallest communicative units. 
Main characteristics of sentence. Principle parts of sentence. Grammatical structure of sentence. 
Simple and expanded sentences. 
Secondary parts of sentence: attribute, object and adverbial. 
Sentence types according to communication objective: declarative, imperative and interrogative sentences. 
Sentence types according to the emotional shade: non-exclamatory and exclamatory sentences. 
Text as a unit of communication. Text coherence. Title, main idea and text outline. Passage. 
Diversity of texts: fairytales, riddles, proverbs and sayings, stories, poems, plays, messages, 
congratulations, invitations and instructions. Searching for texts online.",language_and_literature,14.956785,-1.5202683
228,174,"Learning Content 
Setting independent reading goals. Speed- and slow reading and skimming and close reading. Purposeful 
re-reading. Good command of different reading techniques. Analysing own reading and assessing own 
reading skills. Purposeful following of recited text.",language_and_literature,13.279756,-1.8746886
229,250,2.4.2. Description of the subject,language_and_literature,4.1855,0.23277254
230,5,"The subject field comprises History,Civics and citizenship education, Personal, social and health education 
and Religious studies as an optional subject. History is studied from Form 5, Personal, social and health 
education from Form 2 and Civics and citizenship education from Form 6. It is possible to teach Religious 
studies as an optional subject at all three stages of study. The design of required learning outcomes and 
contents, which are presented in subject syllabi, is based on the following division of weekly lessons between 
study stages and subjects:",social_studies,7.889943,2.923981
231,55,"a) Games Involving Exercise 
Learning Outcomes 
The students:",physical_education,3.138332,3.1800454
232,75,"Learning Content 
7
Drill exercises. Dividing and joining, crossing and re-crossing 
Basic gymnastics and generally developing gymnastic exercises. Exercises with and without apparatus to 
train different muscle groups, choice of exercises and compilation of exercise combinations, description of 
generally developing gymnastic exercises. Use of generally developing gymnastic exercises as warm-up 
exercises for different sports 
Exercises promoting improvement of posture. Exercises to develop the strength of the spine; strength 
exercises for the back, stomach, gluteus and shoulder-blade adduction muscles; stretching exercises to 
improve the mobility of shoulder and hip joints 
Rhythmic gymnastics (G). Exercises with hoop, ball and ribbon; a combination of exercises with apparatus 
to music 
Gymnastics with apparatus. Somersault climb on parallel bars with a swing of one leg and a push of the 
other leg (G); swinging climb from the elbow support backwards and a somersault forward from a split (B); 
somersault climb with power on a high bar; scissor swing (B) 
Acrobatics. Two cartwheels to the side; handstand 
Balance exercises on a balance beam (G). Different combinations of steps; 180° turn with a step forward; 
180° turn with a swing of a leg backwards; rise from a semi-split on the leg at the back with a step forward; 
different jumps down 
Vault. Straddle and/or squat vault 
Aerobics. Basic aerobics steps. Aerobics as recreational sport",physical_education,2.7466605,3.3784392
233,139,"Other topics in orthography 
Orthography of the initial letter: proper name, name and title. Persons and beings. Places and buildings, 
companies, institutions and organisations, countries and states. Periodicals, works, documents and series. 
Historical events, social events and goods.",language_and_literature,14.899288,-1.2937557
234,72,"Learning Outcomes 
The students: 
1) appreciate the need for technological literacy in everyday life; 
2) know the main materials, their properties and methods of processing; 
3) design and make simpler products using suitable means; and 
4) comprehend and comply with occupational health and safety requirements.",technology,0.71951395,0.98705393
235,51,2.1.3. Learning and Educational Outcomes in the 1st Stage of Study,natural_science,5.7832365,7.038738
236,80,Learning Activities,art,3.041969,0.16012552
237,101,"Information environment, technology and innovation: joy in learning new things and learning experience, 
up-to-date information search and transmission options, the Internet as a means of broadening horizons 
and as a source of information, the Internet as a source of danger, code of conduct in communication 
portals, film and photo as a means of recording the moment and history.",language_and_literature,13.190218,-1.3981342
238,18,2. Syllabuses,mathematics,3.5515642,-0.6465737
239,147,"2.3.4.8. European and Estonian Geographic Location, Landforms and Geology 
Learning Outcomes 
The students: 
1) describe the geographic location of a given European country, including Estonia; 
2) describe and compare on a map the landforms and groups of landforms of a given area, including 
Estonia; 
3) associate Europe’s largest landforms with their geological structure; 
4) describe Estonia’s geological structure according to drawings, thematic maps and the 
geochronological scale; 
5) describe the location of national resources in Europe, including Estonia, according to maps; 
6) describe the activity of continental glaciers in shaping the landforms in Europe, including Estonia; 
and 
7) identify, with the aid of  relief maps ,mountain ranges, highlands, higher points and plains: flatlands, 
plateaus, low plains and lowlands. 
Learning Content 
Location, size and borders of Europe and Estonia. European groups of landforms. The connection between 
groups of landforms and geological structure. Estonian groups of landforms. Estonian geological structure 
and natural resources. The activity of continental glaciers in shaping landforms in Europe, including 
Estonia. 
Concepts: natural geographic and economic geographic location, Estonian main map, landscape, high and 
low mountains, flatlands, fold mountains, young and old mountains, platform, shield, geochronological 
scale, highland, low plain, plateau, bedrock, surfacing, continental glacier, moraine, moraine hill, terminal 
moraine, moraine plain 
Practical work and use of ICT 
1. Comparing the geographic location of Estonia and other European countries. 
2. Compiling an overview of the groups of landforms in the student’s home county on the basis of sources 
of information and associate them with geological structure.",natural_science,4.2772603,9.722919
240,63,"Composing 
Learning Outcomes 
The students: 
1) create improvisations using body percussion, rhythm instruments and xylophones; 
2) create rhythmic and melodic accompaniment and/or ostinato of a certain form using body 
percussion, rhythm instruments and xylophones; 
3) create texts: regi verses, song lyrics, etc.; and 
4) express the character and mood of music and their own creative ideas through movement.",art,-1.362655,-2.6041121
241,17,1.5.1. Integration with other subject field competences and subject fields,foreign_languages,4.3527865,0.22942144
242,153,"The world during the Middle Ages, AD 476–1492 
Learning outcomes 
Students will be able to: 
1) describe the liege system, feudal hierarchy, class society, natural economy, the way of life of 
peasants and feudal lords; 
2) know the role of the church in medieval society and as a preserver of cultural heritage and the 
designer of worldview;  
3) know where medieval towns were founded and describe the life of a medieval town; 
4) describe the importance of the Frankish state in early medieval society and its disintegration; 
5) describe Arab culture and its impact on Europe by showing the Arab conquests on a map; 
6) describe the life of Vikings and name the main directions of their raids on a map; 
7) point out the aims and consequences of the Crusades; 
8) name ancient Estonian counties and important fortifications and describe the life of Estonians at the 
end of Remote Antiquity, Christianization and the ancient fight for freedom in Estonia;",social_studies,10.347816,2.57522
243,87,"2.1.6.12. Forests as Living Environments 
Learning Outcomes 
The students: 
1) describe forests as ecological systems, including environmental conditions in forests; 
2) compare the adaptations of pines and spruces; 
3) describe and compare the main types of forests according to growth conditions; 
4) compare plants growing in different layers of types of forests; 
5) compile food chains/webs that characterise forest biota; 
6) explain how to protect the biodiversity of forests; and 
7)explain how natural and economic forests are formed and name the principles of sustainable 
forestry. 
Learning Content 
Living conditions in a forest. Forest as biota. Estonian forests. Layers of forest. Heathland forest, pine 
forest, deciduous forest. Typical types of Estonian forests, connections between them. Importance and use 
of forests. Processing of wood. Protection of forests. 
Concepts: ecosystem, primeval forest, natural forest, economic forest, wild game, cloven-hoofed animals, 
top predator, layers of forest, types of forests: heathland forest, pine forest, deciduous forest. 
Practical work and use of ICT 
1. Getting to know forests as communities together with their biota. 
2. Comparing the dominant types of trees in Estonian forests using examples or Internet-based study 
materials. 
3. Research: forests in everyday life/utility items connected to forests. 
4. Studying the tracks of forest animals.",natural_science,4.027769,9.440292
244,40,"2.1.8. Learning Outcomes and Learning Content of Mathematics in the 3st stage of study 
Calculation and Data 
Learning Outcomes 
The students: 
1) add, subtract, multiply, divide and rise to a power of rational numbers with exponent of natural 
number mentally, in writing and by means of a pocket calculator and use the order of operations; 
2) write large and small numbers in standard format; 
3) round off numbers to a given accuracy; 
4) explain the meaning of involution with exponent of natural number and use involution rules; 
5) explain the meaning of the  square root of a number and find the square root mentally or by means 
of a pocket calculator; 
6) compile dataset on the basis of actual data, arrange them, compile tables of frequency and relative 
frequency and characterise the dataset by arithmetic means; and 
7) explain the meaning of probability and calculate classic probability in simplest cases.",mathematics,3.3193514,-1.7150841
245,24,"3) identify, classify, compare and analyse circumstances, conditions, activities and characteristics based 
on learning outcomes; and 
4) demonstrate their familiarity with facts, ideas and norms based on the content of assignments.",social_studies,9.047068,3.6013546
246,191,"In studying chemistry the students acquire an overview of the contemporary technology- and energy-
related problems and future directions in chemistry, which help the students in their future choice of 
profession. The study of chemistry develops the students’ understanding about relations between a clean 
natural environment and health. Studying chemistry shapes the students’ sense of responsibility and 
respect towards nature and develops an ability to assess the direct or indirect consequences of one’s 
decisions or activities.",natural_science,6.124175,8.996505
247,127,"1) find information about materials, their properties and processing methods and obtain and use 
subject-specific information from printed sources and the Internet; 
2) compare properties of materials, their processing methods and application opportunities and 
synthesise new knowledge; 
3) use various means in making products, if possible including a CNC machine tool, and select the 
most suitable method of processing; 
4) know and use different machinery and mechanisms in processing; 
5) make distinctive products and know and use different joining options; 
6) develop positive value judgements and moral work habits; and 
7) comprehend and comply with occupational health and safety requirements and safely use 
machinery and other working means.",technology,0.50149965,0.83870614
248,2,"1. General Principles 
1.1. Competence in Social Studies",social_studies,8.409214,3.044953
249,94,"Home Maintenance 
Learning Outcomes 
The students: 
1) discuss and find connections between the interior decorations of homes and the people who live 
there; 
2) know different home appliances, can operate them on the basis of their user manuals; 
3) know the basic types and techniques of home maintenance work; and  
4) can read and understand manuals when buying and using detergents.",technology,0.06612639,1.1832364
250,43,"Science is promoted as a subject that integrates the study of knowledge, skills, attitudes and values 
associated with the science subjects of Biology, Physics, Geography and Chemistry.",natural_science,4.9765735,8.124883
251,37,"Craft studies is characterised by creative manual activities that are important for the physiological and 
mental development of the students. Work assignments are selected in accordance with the goal of 
developing the mental and physical abilities of the children: motor functions, attention, eye precision, spatial 
perception, imagination etc.",technology,0.65114105,1.526604
252,44,2.1.3.4. Assessment,foreign_languages,5.2978683,0.172764
253,132,"3 
9) demonstrate their knowledge in speech and in writing, compile outlines, short stories and descriptions 
and use historical maps.",social_studies,9.2237,3.3598013
254,66,"Practical work and use of ICT 
1. Weather observation 
2. Measuring air temperature 
3. Comparing weather predictions and actual weather",natural_science,5.105147,9.3466835
255,90,"2.1.6.15. The Living Environment in Estonia 
Learning Outcomes 
The students: 
1) describe the role of producers, consumers and decomposers in the biogeochemical cycle and 
explain food relations in the ecosystem; 
2) describe the animate and inanimate parts of the ecosystem and explain the importance of natural 
balance in ecosystems; 
3) gives reasons for the importance of the biogeochemical cycle; 
4) describe human effects on the natural environment and explain how changes in the environment 
can cause changes in the biota; 
5) compile food chains/webs that exist between different communities; and 
6) explain food relations: parasitism, predation, symbiosis and competition. 
Learning Content 
Overview of the diversity of wildlife in Estonia. Producers, consumers and decomposers. Food relations in 
ecosystem. Human effects on ecosystems. 
Concepts: food web, detritus cycle, energy, parasitism, predation, symbiosis, competition 
Practical work and use of ICT 
1. Studying ecosystems on the basis of models. 
2. Using Internet-based learning environments to study food chains and food webs.",natural_science,4.0521207,9.480837
256,113,"Materials and their Processing 
Learning Outcomes 
The students: 
1) know the main materials, their primary properties and methods of processing; 
2) select and purposefully use different means, materials and methods of processing; 
3) can make viable joints; 
4) make various simple products (including toys); 
5) use a drill press and a lathe in studies; 
6) analyse and assess a product they make, including its aesthetic and applied aspects; 
7) comprehend and comply with occupational health and safety requirements; 
8) value and use safe work methods that pose no threats to health; and 
9) use materials economically and find opportunities for their re-use.",technology,0.6658784,0.8431654
257,37,"1st stage of study (Science). The knowledge and skills of students are assessed on the basis of oral 
responses (presentations), written and/or practical work and practical activities, taking into account the 
correspondence of the students’ knowledge and skills to the learning outcomes stated in the curriculum. In 
evaluating research skills, attention is paid to detecting problems, formulating questions and hypotheses, 
planning experiments, gathering and presenting data, analysing and interpreting data, drawing conclusions 
and offering explanations. 
2st stage of study (Science). In evaluating inquiry skills, attention is paid to detecting problems, formulating 
questions and hypotheses, planning experiments, gathering and presenting data, analysing and interpreting 
data, drawing conclusions and offering explanations. At the same time, the skills of gathering background 
information, formulating questions, using tools, doing experiments, measuring, gathering data, ensuring 
accuracy, following safety regulations, analysing tables and diagrams, drawing conclusions and presenting 
results are also evaluated. The skill of formulating problems and active participation in discussions and 
expressing and giving reasons for one’s opinion are evaluated.  
3st stage of study (Science). In evaluating the learning outcomes, it is important to evaluate the 
development of different levels of thinking in the context of subject as well as the development of research 
and decision-making skills. The ratio of these for the overall grade could be 80% and 20% respectively. In 
developing levels of thinking, 50% of the grade should consist of tasks that require the use of lower levels 
of thinking and 50% higher levels of thinking.  
Inquiry skills may be evaluated in the course of research work as well as in developing individual skills 
separately. The main research skills to be developed in basic school are formulating of problems, collecting 
of background information, formulating research questions and hypothesis, using tools, doing experiments 
in a careful and organised way, measuring, gathering data, ensuring accuracy, following safety regulations, 
compiling and analysing tables and diagrams, drawing conclusions, evaluating of the hypothesis and 
presenting results.",natural_science,5.256296,8.543173
258,77,"2.1.6.2. Planet Earth 
Learning Outcomes 
The students: 
1) describe the geographic location of a given country, including Estonia, according to the political map 
of the world; 
2) know and show on the map the continents and oceans and the largest European countries; 
3) find an unknown place on a map in an atlas according to the list of place names; and 
4) give examples of different natural disasters and describe their influence on nature and human 
activities. 
6
Learning Content 
Globe as a model of the Earth. Depiction of Earth on maps. Different maps. Continents and oceans. Bigger 
countries on the map of Europe. Describing geographic location. Estonia’s location in Europe. Natural 
disasters: volcanic eruption, earthquake, hurricane, flood. 
Concepts: globe, model, map of nature, map of countries, contour map, atlas, equator, northern and 
southern hemisphere, north and south pole, continent, ocean, sea, geographic location, border of a 
country, neighbouring country, volcano, lava, volcanic pipe, earthquake, hurricane, flood 
Practical work and use of ICT 
1. Making a globe as a model of the Earth. 
2. Drawing the studied objects on a contour map. 
3. Using different sources to find information and making an overview of natural disaster.",natural_science,4.340448,9.738304
259,67,"3) understand that the distribution of household chores is a pre-requisite for good relations between 
family members.",technology,0.28444615,1.2697957
260,70,"Dividing text into parts and producing titles for different parts. Drawing up an outline, scheme and map 
based on the text read. Answering theme-specific questions based on the text read.",language_and_literature,13.594498,-1.9289258
261,99,"2.1.9. Learning Content in the 3rd Stage of Studies 
2.1.9.1. Human Studying Nature 
Learning content 
Natural sciences and technology. Scientific method. Stages of a study. Observation and experiment. 
Measuring in natural sciences, measuring tools, measuring units, reliability of measurement results. 
Presenting data in a graphical format. 
Keywords: measuring, measuring unit, measuring tool, physical quantity, length, surface area, volume, 
mass, counting. 
Practical work and use of ICT: 
1) 
investigating measurement tools (including digital); 
2) 
measuring the length, surface area and volume of a body, evaluating the reliability of the results; 
3) 
observing, describing and measuring biological, geographical or local history objects; 
4) 
compiling a plan in a building or on landscape: marking objects on the plan with symbols, 
measuring distances (measuring by eye, steps, tape measure), determining directions.",natural_science,5.2040057,9.075114
262,5,"The study load of entrepreneurship studies is 35 hours and it is recommended to teach the subject in the 
8th or 9th grade. 
The subject is addressed in conjunction with daily life. The subject can be taught as a practical activity 
through participation in the operation of the mini company.  Two thirds of the course load of the optional 
subject is aimed at practical activities and the solution of tasks which develop creativity and critical thinking 
skills. Practical work concerns a specific individual topic or material. Independent activities include 
homework, class work and computer work.  
Priority is given to active teaching methods like discussions, case analyses, role plays, projects and 
educational visits, visits to local companies, meetings with entrepreneurs and enterprising parents, and 
volunteer work in the local community. 
Entrepreneurship provides an overview of the functioning of companies and the importance of 
entrepreneurship in the society. Entrepreneurship studies help better understand the interconnections 
between human activity and the environment, and the scarcity of resources. Entrepreneurship studies 
convey to the students the concept that both individuals and companies are responsible for ensuring the 
sustainable development of the society. Entrepreneurship studies endeavour to make the students 
understand that the decisions related to developing personal entrepreneurial skills and promoting 
business operations must duly take into account the need to sustain the natural and living environment.  
The students receive information on the requirements related to various professions, learn the roles of 
employee and entrepreneur (employer), learn to assess their skills, intentions, and development needs 
and possibilities, prepare a curriculum vitae and assess the roles of employee and entrepreneur 
(employer). 
The students are taught to value entrepreneurship and the environment, and acquire problem solving and 
research skills, management and teamwork skills, financial writing skills and digital competencies. The 
teaching focuses strongly on developing the motivation to learn by relating the education to daily life and 
local business.  
Entrepreneurship studies are closely linked to other subjects, relying on knowledge in mathematics, 
geography and history, and supporting the acquisition of civics and citizenship education, personal, social 
and health education, career education, and supporting career choice. In planning entrepreneurship 
studies it is reasonable to plan and coordinate the provision of course content in consultation with the 
teachers for civics and citizenship education, geography, personal, social and health education, 
handicraft, home economics and technology education. For addressing discussion topics it is reasonable 
to envisage cooperation with the teacher for language and literature. 
To develop the students’ skills of using knowledge and technology, the teachers employ modern 
technological means, incl. ICT facilities (web sites of companies, local and central government authorities, 
legislation available on-line, the Company Registration Portal, interactive business games, value-based 
games, etc.).   
To complete the course of entrepreneurship studies, the students can opt for the practical student 
company program ""Mini company""..3. Planning and organizing study activities",entrepreneurship_studies,8.782085,0.9506872
263,6,"The design of required learning outcomes and contents in the subjects of the art field is based on the 
following division of weekly lessons between study stages and subjects:  
1st Stage of Study  
Art:  
–  4.5 lessons 
Music: –  6 lessons 
2nd Stage of Study  
Art: 
–  3 lessons 

Music:  – 4 lessons 
3rd Stage of Study  
Art: 
–  3 lessons 
Music: – 3 lessons",art,0.95347375,-1.705547
264,22,Learning Activities,religious_studies,14.881015,7.5256934
265,265,"Fiction. Fables by Ivan Krylov; Dubrovski by Alexander Pushkin; Mtsyri by Mikhail Lermontov; Wisdom of 
Children and The Prisoner in the Caucasus by Leo Tolstoy; Bezhin Meadow by Ivan Turgenev; Children, 
Boys and Kashtanka by Anton Chekhov; Kusaka by Leonid Andreyev; poems by Ivan Bunin; A Toad and a 
Rose by Vsevolod Garshin; Teddy and A Quiet Morning by Yuri Kazakov; White Poodle and Pianist by 
Aleksandr Kuprin; Thieving Tomcat, The Old Cook and The Old Man at the Station Cafeteria by Konstantin 
Paustovsky; Orache by Vladimir Nabokov; Three Fat Men by Yuri Olesha; Avenger by Vladimir Soloukhin; 
The Naked King by Evgeny Shvarts; at least two recent prose works selected by the teacher; two freely 
chosen poetry books; 
The Viper by Harri Jõgisalu, Mart’s Bread by Jaan Kross, Stainless Sword by Eno Raud, Agu Sihvka 
Reports by Jaan Rannap, Hedgehog by Friedebert Tuglas, at least one prose or poetry work by a local 
author; 
The Snail and the Rosebush and The Nightingale by Hans Christian Andersen, The Cat that Walked by 
Himself by Rudyard Kipling, Snap by Ernest Seton-Thompson, The Adventures of Tom Sawyer by Mark 
Twain, The Hobbit by J. R. R. Tolkien, The Last Leaf by O. Henry, The Star-Child by Oscar Wilde.",language_and_literature,11.897632,-1.8717263
266,79,"Works of art at local museums and art galleries, historical art techniques and materials. 
1
Real and virtual art and media environments. 
Basic elements of visual composition (line, colour, form, space and rhythm).  
Characteristic attributes of people, man-made things and natural objects and focusing on primary aspects 
in depiction. 
Materials used in different art techniques and ways and means of working with these materials (for 
instance: drawing, painting, printing, collage, photography, sculpting, etc.) Efficient and safe handling of 
tools. 
Stories in pictures: drawings, paintings, illustrations, comics, photographic series and animations. 
Natural and artificial environment of the locality, space and buildings in the environment. Design in 
everyday life: connections between form, material and function of utility objects. Safe and environmentally 
friendly consumption. 
Use of designs and models for presentation of ideas.",art,0.7640472,-1.7606703
267,14,"Studying the Physics students acquire an understanding of physical processes and the possibilities of 
applying laws of physics to the development of technology and biological functions.",natural_science,5.0678062,8.487963
268,5,"5) can read and compile simple drawings and manuals, are able to present a problem and justify their 
opinions;  
6) take into account the connection between functionality, aesthetic features and cultural traditions in 
the process of product design;  
7) choose suitable materials, means and methods of labour and place a high value on safe use of 
tools and economical use of materials;  
8) communicate and cooperate with other students in the course the work process; 
9) apply the basic principles of healthy nutrition when preparing and analysing menus and can 
prepare simple healthy dishes;  
10) cope with household chores; and 
11) have an overview of the past and present occupations and professions associated with the field, 
are aware of further education opportunities in the field manufacturing and processing.",technology,0.40492505,1.2089458
269,205,2.3.5. Learning and Educational Objectives in the 3rd Stage of Study,social_studies,7.927841,3.5198169
270,1,"Optional subject ""Entrepreneurship studies""  
. General provisions",entrepreneurship_studies,8.813341,0.90737194
271,21,"Natural science and Social subjects. Integration is achieved through different content areas, the source 
texts and education used therein. Foreign language education guides students, among other things, to 
value natural diversity and a responsible and sustainable lifestyle; to recognise distinctive cultural features 
and follow generally accepted rules of behaviour; to develop personal opinions and act as active and 
responsible citizens.",foreign_languages,8.795666,-2.735964
272,162,"2.4.4.1. Study of Light 
Light and Linear Spreading of Light 
Learning Outcomes 
The students: 
1) explain the main properties of the sun as a source of light; 
2) explain the important properties of the following concepts: source of light, types of light sources and 
spectrum of light; 
3) know the meaning of the relation that light spreads in a linear way in an optically even environment. 
Learning Content 
Source of light. Light as spectral light. Sun. Star. Light as energy. The spectral structure of light. Linear 
spreading of light.",natural_science,5.168762,9.018828
273,213,"Learning content 
The role of the language in human life. Language as a main means of communication. 
Dictionary as a type of reference source. Getting to know the types of dictionaries.",language_and_literature,13.149607,-1.3228486
274,9,1.4. Basis for Assessment,religious_studies,14.978157,7.5721693
275,189,"Interpreting poetry texts. Recognising the uniqueness of an author’s use of language. Describing the 
particular stylistic features of a work. Assessing and developing own skills in figurative expression.",language_and_literature,13.854903,-2.0129554
276,121,"LISTENING 
READING 
SPEAKING 
WRITING 
GRAMMATICAL 
CORRECTNESS 
B1.1 
Can understand the content 
of direct communication, if 
conversation concerns 
familiar themes in daily life. 
Understand the content of 
TV and radio programmes 
and films, if the theme is 
familiar and interesting to 
them and audio text is 
supported by picture. 
Can understand speech 
uttered at normal pace, 
when pronunciation is clear 
and familiar. 
Read and understand fact-
based texts on several pages 
with simple wording (e.g. 
letters, online texts, 
brochures, instructions for 
use). 
Understand the main idea in 
narrative texts and can follow 
the plot.  
Can find necessary 
information in reference 
sources and online. 
Can use bilingual translation 
dictionaries. 
  
Can talk about their 
experiences and intentions in 
simple coherent sentences. 
Can briefly explain their 
positions. Are able to join in 
the conversation and express 
their opinions, when the 
theme is familiar to them. Use 
expressions and sentence 
patterns they have learned 
correctly; make mistakes in 
spontaneous speech. 
Pronunciation is clear and 
speech is fluent, but 
communication can be 
hindered by incorrect 
intonation. 
Can write short narrative texts 
on the themes studied and 
express their feelings, ideas 
and opinions in them (e.g. 
personal letter, e-mail, blog, 
etc.). 
Compile different consumer 
texts (e.g. notice, ad). 
Communicate online (e.g. 
MSN). 
Can use limited techniques of 
linking the text (conjunctions, 
pronominal repetition).",foreign_languages,8.064785,-3.1895053
277,82,"Sound, syllable, word, sentence, text. Vowels and consonants. Letters and alphabet, alphabetical order.",language_and_literature,13.746993,-1.625924
278,2,1.1. Technology Competence,technology,1.4663205,0.9264478
279,157,"The objective of learning Physics in basic school is that by the end of basic school the student would: 
1) show an interest in physics and other natural sciences and understand their importance in the 
development of everyday life and society; 
2) acquire physics-related knowledge and process skills necessary for functioning in everyday life and 
lifelong learning; 
3) know how to apply the scientific method when solving problems; 
4) have an overview of the language of physics and know how to use it in simple cases; 
5) develop the skill of reading and understanding science texts and learn how to find physics-related 
information in encyclopaedias and the Internet; 
6) value the sustainable development of society and have a responsible attitude towards nature and 
society; 
7) have acquired an overview of the connection of physics to instruments and technology and 
corresponding professions, value the knowledge and skills acquired at Physics lessons when 
planning their career ; and 
8) develop scientific and technology literacy, creativity and system thinking and are motivated for 
lifelong learning.",natural_science,5.3041987,8.647524
280,89,"Learning content 
Decision making and problem solving. Identifying different manners of behaviour for solving problems. 
Considering consequences in problem solving. Responsibility for decisions. 
Nature and causes of conflict. Effective and ineffective ways of resolving conflicts.",social_studies,9.294269,3.6087186
281,121,"2.2.4.8. Structure and Living Processes of Microorganisms 
Learning Outcomes 
The students: 
1) compare the structure of bacteria and protozoa with animals and plants and the structural 
specificities of viruses with cellular structure; 
2) explain the distribution of bacteria and protozoa in different living areas, including aerobic and 
anaerobic environments; 
3) analyse and explain the importance of bacteria and protozoa in nature and human activities; 
4) explain ways of protecting food from microbial spoilage; 
5) assess the importance of fast reproduction and formation of stable spores in the spread of bacteria; 
6) know how to prevent the most common human bacterial and viral diseases and value healthy 
lifestyles; 
7) explain professions related to microorganisms; and 
8) value the importance of bacteria in nature and in human life. 
Learning Content 
Comparing the main features of bacteria and protozoa with animals and plants. The distribution and 
importance of microorganisms that spread freely and are parasitic. Aerobic and anaerobic bacteria and 
parasitism. Necessary conditions for fermentation. The reproduction and spread of bacteria. Becoming 
infected with bacterial diseases and disease prevention. The role of bacteria in nature and human activities. 
The structural and functional specificities of viruses. Becoming infected by viruses, latent period, falling ill 
and recovering. 
Professions connected to microorganisms. 
Concepts: bacteria, protozoa, virus, pulsating vacuole, halving, aerobic bacteria, anaerobic bacteria 
Practical work and use of ICT 
1. Assessing the spread of bacteria by growing a bacteria culture. 
2. Studying the factors influencing the vital functions of bacteria on a computer model.",natural_science,4.1437984,8.786814
